ctrgcn_jm_3d,ctrgcn_b_3d,ctrgcn_j_3d,ctrgcn_j_3d_resample,ctrgcn_j_3d_resample_rotate,ctrgcn_b_2d,ctrgcn_j_2d,ctrgcn_bm_2d,ctrgcn_jm_2d,tdgcn_j_2d,blockgcn_j_3d,blockgcn_jm_3d,blockgcn_b_3d,blockgcn_bm_3d,ctrgcn_b_3d_resample_rotate,degcn_J_3d,degcn_B_3d,former_bm_r_w_2d,former_bm_2d,former_j_2d,former_j_3d,former_b_3d,former_j_3d_resample_rotate,former_jm_2d,former_b_3d_resample_rotate,skateformer_j_3d,true
45,38,25,24,40,40,40,40,41,41,25,40,36,36,24,24,24,40,38,40,45,45,25,40,41,36,38
39,39,39,39,39,5,17,39,39,17,41,5,39,39,39,31,39,39,149,17,39,39,39,39,39,39,39
38,40,24,24,24,40,24,36,36,41,40,38,24,36,24,24,24,36,36,40,24,24,24,36,24,24,40
36,41,41,40,41,55,39,56,39,41,40,150,31,36,41,41,41,1,44,113,24,41,31,1,31,40,41
126,12,42,42,126,140,12,140,129,129,42,120,42,113,140,42,138,149,149,129,42,42,42,149,129,42,42
24,24,24,24,24,24,55,56,56,41,24,45,24,69,24,24,24,56,65,55,150,150,43,56,150,43,43
44,44,44,44,44,44,44,44,44,44,44,1,44,44,44,44,44,44,9,44,44,44,44,44,44,44,44
32,45,45,45,45,45,45,45,26,45,45,64,45,25,45,45,45,56,45,45,45,45,45,56,45,62,45
46,46,46,46,46,53,46,46,46,46,46,46,46,127,46,46,46,46,46,46,46,46,46,46,46,46,46
47,18,18,18,18,47,100,47,33,47,18,18,18,47,47,18,18,47,18,18,47,47,47,47,18,47,47
9,48,51,28,9,10,10,8,10,10,48,8,8,8,28,48,28,10,100,8,8,28,28,10,28,28,48
49,49,49,49,49,49,49,49,49,4,49,49,49,49,49,49,49,49,49,49,49,49,4,49,49,49,49
4,50,49,50,51,4,4,4,49,4,50,29,49,51,50,4,4,4,49,4,29,50,50,4,50,50,50
50,49,50,4,4,4,54,4,4,50,50,50,50,51,50,4,50,54,49,4,4,4,4,54,50,50,51
4,4,4,4,54,4,54,4,60,4,4,54,54,49,54,4,4,54,49,121,4,4,54,54,6,54,52
1,53,53,9,53,44,35,0,0,44,44,53,9,48,53,53,53,69,12,1,9,9,44,69,9,44,53
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
111,55,55,55,55,24,55,25,25,24,55,33,55,103,55,55,55,25,44,55,55,55,110,25,55,55,55
64,56,69,56,56,56,56,69,69,56,56,69,56,64,69,56,56,69,141,56,56,56,56,69,56,56,56
25,57,57,57,57,57,57,8,8,57,57,9,57,25,28,57,57,57,8,57,57,57,57,57,57,57,57
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
5,36,36,36,36,36,14,38,3,36,36,5,36,43,36,36,36,3,38,36,125,36,36,3,36,36,62
18,47,18,18,47,18,18,57,47,47,47,18,47,47,47,18,47,57,18,18,18,47,47,57,47,47,63
125,125,64,64,125,125,38,38,24,41,64,64,64,62,64,0,64,40,44,40,125,125,125,40,0,64,64
47,47,47,47,47,47,47,47,63,47,47,28,47,47,47,47,47,47,18,18,33,47,47,47,8,47,65
66,66,66,66,66,136,59,136,59,66,66,66,66,138,66,66,66,59,66,121,66,66,66,59,66,66,66
64,67,67,67,67,40,24,36,62,24,67,67,67,25,67,67,67,36,38,24,67,67,67,36,67,67,67
25,68,68,68,68,36,36,25,127,36,68,32,68,25,68,68,68,36,25,36,25,68,68,36,68,68,68
45,3,69,69,69,66,69,69,66,69,69,27,69,147,69,69,69,20,69,66,27,27,69,20,45,27,69
70,70,70,70,70,37,64,62,2,37,70,67,67,39,70,70,70,70,70,2,70,70,67,70,70,67,70
45,21,45,3,3,47,45,109,21,45,45,21,21,21,3,45,21,56,21,45,63,27,44,56,63,3,71
68,72,72,72,72,72,72,10,72,72,72,72,72,25,72,72,72,10,23,72,72,72,25,10,38,72,72
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,99,73,73,73,73,73,73,73,73
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,116,99,99,99,99,99,99,99,99
12,100,100,100,100,100,100,100,100,100,100,100,100,51,100,100,32,100,100,100,100,100,100,100,100,100,100
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,104,10,102,102,102,102,47,102,102,102,100,117,102,102,102,102,100,102,102,102
103,58,58,103,103,59,58,22,109,103,103,109,58,109,103,103,103,151,59,58,103,103,103,151,103,103,103
112,104,104,104,104,104,104,104,112,104,104,112,104,108,104,104,104,112,112,104,104,104,104,112,104,104,104
105,105,105,105,105,105,105,105,105,105,105,105,105,72,105,105,105,105,120,105,105,105,105,105,105,105,105
114,106,106,106,106,106,106,106,106,106,106,106,106,114,106,106,106,106,106,106,106,106,106,106,106,106,106
107,107,107,107,107,107,107,106,106,107,107,107,107,107,107,107,107,106,106,107,107,107,107,106,107,107,107
45,108,102,108,108,102,103,8,26,108,34,45,24,47,108,108,108,33,56,108,108,108,108,33,108,108,108
109,109,109,109,109,102,109,109,109,109,109,109,109,109,109,109,109,109,109,109,58,109,109,109,109,109,109
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,55,55,99,99,110,110,110,110,99,110,110,110
111,111,111,111,111,111,111,111,111,111,111,111,111,136,111,111,111,100,111,111,111,111,111,100,114,111,111
24,109,112,103,109,112,109,42,42,109,112,108,109,108,112,109,109,112,42,109,109,59,103,112,112,112,112
118,113,113,113,113,113,113,72,113,113,113,113,113,113,113,113,113,72,72,113,113,113,113,72,113,113,113
64,103,17,103,3,103,23,9,23,58,59,5,5,5,59,103,5,9,66,103,5,5,5,9,17,5,114
64,115,116,116,116,116,115,30,30,115,115,64,115,30,115,115,115,30,30,116,115,116,116,30,116,115,115
115,116,116,116,116,116,116,26,116,115,116,115,115,39,115,116,115,26,116,116,115,116,115,26,116,116,116
0,26,117,117,117,117,55,127,64,117,117,3,117,68,117,117,117,62,23,117,67,67,117,62,37,117,117
72,118,118,43,43,118,72,118,43,72,118,72,118,72,43,118,118,72,72,72,118,43,118,72,43,118,118
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
46,46,46,46,46,22,22,22,22,46,124,53,46,51,46,46,46,46,46,46,46,44,46,46,46,46,121
53,128,122,128,122,136,128,128,128,123,123,53,122,122,124,122,122,128,128,128,123,123,123,128,128,128,122
46,127,46,129,46,122,46,122,122,46,3,103,46,122,127,46,122,122,22,122,104,104,71,122,152,127,123
122,122,124,122,122,122,122,141,46,124,124,122,124,122,124,124,124,122,122,122,122,122,122,122,122,124,124
64,64,64,64,62,62,64,36,62,62,64,64,64,62,64,64,64,62,117,62,64,64,64,62,64,64,125
136,8,129,9,9,126,126,102,126,126,48,126,129,122,42,126,126,102,126,126,129,129,42,102,112,126,126
124,127,127,127,127,127,127,6,127,127,127,124,127,127,127,127,127,127,7,127,127,127,127,127,127,127,127
138,126,126,136,128,126,138,138,126,128,123,123,126,136,136,126,126,128,122,123,136,136,126,128,137,136,128
129,26,129,129,129,129,58,19,115,129,140,19,129,5,129,26,129,115,19,17,129,129,129,115,129,129,129
129,16,0,0,0,0,64,0,21,0,0,5,0,0,0,0,0,21,14,2,0,0,0,21,0,0,0
113,1,1,17,1,35,57,16,17,9,1,17,1,1,1,1,1,100,117,35,1,1,1,100,1,1,1
31,2,37,31,31,31,31,39,31,31,31,38,31,41,31,31,31,31,58,31,41,38,2,31,31,2,2
64,103,103,103,5,59,103,59,103,30,103,5,103,72,103,5,5,59,103,103,72,43,103,59,60,103,3
4,4,4,66,4,4,17,4,4,139,4,4,4,4,4,4,4,66,139,4,4,4,4,66,4,4,4
36,30,62,64,30,64,36,116,116,30,64,68,64,63,30,64,64,116,38,30,32,32,30,116,64,30,5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,32,7,7,7,30,30,5,25,25,46,7,7,7,7,7,7,59,66,32,7,7,7,59,7,7,7
47,47,28,47,47,47,47,33,57,33,47,47,28,47,28,28,28,28,33,28,8,28,8,28,8,8,8
48,28,48,28,9,10,10,10,103,9,9,10,8,8,28,10,8,9,112,10,28,28,28,9,28,28,9
25,8,8,25,10,10,25,10,25,25,25,25,25,25,8,25,10,25,25,10,25,25,25,25,25,25,10
65,11,11,11,11,11,73,11,11,73,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,12,12,12,12,12,33,12,12,12,12,12,12,12,12,12,12,100,12,12,12,12,12,100,12,12,12
108,32,103,32,100,47,47,47,108,10,32,109,32,109,32,32,32,109,109,8,32,32,32,109,32,23,13
14,14,13,13,14,13,14,13,14,14,14,109,14,14,109,14,14,13,127,44,14,14,14,13,14,14,14
14,35,14,32,14,35,100,21,21,18,35,14,100,14,145,14,14,21,21,18,35,14,15,21,14,14,15
16,14,16,16,14,14,13,13,14,14,16,14,14,14,16,16,14,14,14,14,14,18,16,14,14,14,16
5,5,5,5,17,17,5,5,17,5,17,5,5,5,5,17,5,26,140,17,118,43,5,26,43,5,17
102,18,18,18,18,18,25,56,55,25,47,18,18,47,47,18,18,57,38,18,18,18,47,57,18,18,18
19,19,19,19,19,19,19,19,19,19,19,19,19,43,19,19,19,31,19,116,19,19,19,31,19,19,19
59,59,59,59,59,59,66,59,59,59,59,20,150,59,59,59,59,59,66,59,59,59,59,59,58,59,20
47,103,58,103,58,32,59,10,25,25,58,58,58,109,103,58,58,10,47,32,103,32,103,10,103,109,21
60,61,61,61,60,59,59,59,60,59,61,61,61,61,61,61,61,141,60,59,22,22,61,141,61,60,22
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
36,40,40,64,40,63,21,36,63,21,36,64,41,36,36,40,40,18,68,63,36,36,40,18,41,24,24
28,28,28,28,28,28,28,1,28,1,28,28,28,8,28,28,28,28,1,28,28,28,28,28,28,28,28
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,59,144,121,29,29,29,59,7,29,29
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
31,31,31,31,31,31,150,31,31,31,31,31,31,40,31,31,31,31,150,31,40,39,31,31,31,31,31
32,32,100,32,32,32,8,32,138,32,100,100,32,100,32,32,32,100,33,8,100,32,32,100,32,32,32
18,33,28,18,33,33,33,33,102,33,33,18,33,47,33,33,33,33,18,28,33,33,33,33,28,33,33
102,34,13,13,102,34,13,55,55,9,13,102,34,102,13,34,34,34,55,144,18,18,34,34,13,34,34
14,35,14,14,14,14,14,14,35,35,35,14,35,14,14,14,14,14,35,144,14,14,35,14,14,14,35
33,36,36,36,36,36,36,36,36,36,36,18,36,36,36,36,36,36,38,32,36,36,36,36,36,36,36
40,37,40,40,41,40,40,41,41,41,37,41,37,40,26,37,37,41,25,24,41,37,37,41,117,31,37
43,64,30,32,30,45,36,47,10,36,30,30,64,122,30,30,30,40,40,30,32,32,30,40,32,21,38
38,39,39,39,39,10,10,32,36,10,39,39,39,39,39,39,39,25,24,45,39,39,39,25,39,39,39
40,40,40,40,40,40,39,31,39,39,40,40,40,36,40,40,40,40,31,40,40,36,40,40,24,40,40
26,41,40,40,40,69,40,10,25,43,40,33,41,100,40,40,150,10,38,118,41,41,43,10,41,41,41
150,64,129,11,64,42,42,42,149,140,150,12,140,150,11,42,150,140,126,42,42,42,64,140,42,42,42
118,43,43,43,118,72,72,72,19,72,118,19,118,118,118,118,118,72,72,72,118,118,118,72,118,118,43
1,44,44,44,44,44,44,1,1,44,44,44,27,44,44,44,44,1,42,1,44,44,44,1,17,44,44
45,45,45,45,45,45,45,45,45,45,45,45,45,45,125,45,45,57,57,45,45,45,45,57,45,24,45
46,46,46,46,46,46,46,46,46,46,46,46,46,122,46,46,46,127,48,46,127,127,46,127,46,46,46
36,47,47,18,47,63,47,32,57,32,47,36,47,36,47,47,47,57,36,32,33,33,33,57,18,47,47
8,48,48,28,48,48,48,8,48,8,48,8,100,8,48,48,100,8,8,48,100,48,100,8,100,57,48
49,49,49,49,49,4,4,4,51,49,49,49,49,49,49,49,49,49,49,52,4,49,49,49,7,49,49
65,50,52,50,29,121,121,5,63,3,50,122,69,121,50,50,50,62,69,121,50,70,50,62,121,29,50
4,121,51,50,51,71,121,4,4,29,51,51,51,51,50,51,51,50,60,50,50,50,50,50,121,50,51
4,52,52,4,49,52,54,52,52,4,49,4,54,49,4,4,52,4,49,4,4,4,4,4,4,4,52
29,71,29,71,53,53,53,53,53,124,122,29,122,122,53,53,53,53,122,122,51,29,122,53,141,53,53
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,52,54,4,54,54,4,54,54
108,55,55,55,55,56,56,43,43,56,55,108,55,108,55,55,55,108,43,56,18,55,55,108,55,55,55
56,56,56,32,56,25,56,57,55,25,32,56,56,56,56,56,56,57,56,56,32,21,21,57,56,21,56
152,57,57,33,57,57,100,23,20,57,57,72,57,8,57,57,57,10,141,57,57,57,57,10,57,57,57
58,103,58,58,109,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,103,58,58,58,58
22,59,22,22,59,23,22,22,23,59,22,22,22,23,22,59,59,23,23,23,20,30,22,23,22,20,59
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
61,61,61,20,61,20,20,20,20,20,61,61,61,60,61,61,20,61,20,20,61,20,61,61,61,61,61
62,36,36,36,36,62,62,36,36,36,36,36,36,36,36,36,36,24,25,64,36,36,36,24,36,36,62
62,36,62,36,62,17,36,62,17,17,62,62,62,62,62,62,62,62,63,36,62,62,62,62,65,36,63
47,36,36,36,36,25,25,25,25,25,36,47,36,36,36,36,36,57,27,45,36,36,36,57,36,36,64
33,47,33,18,33,47,33,47,47,47,47,57,47,33,33,33,47,33,57,28,33,33,33,33,33,33,65
59,59,59,59,152,59,66,66,59,59,152,71,66,59,152,66,66,59,66,59,59,59,59,59,59,66,66
36,40,41,24,41,24,24,36,24,24,24,24,24,36,41,41,40,36,66,24,38,38,37,36,41,2,67
68,68,68,68,68,62,68,62,36,45,68,36,68,36,68,68,68,24,63,62,68,68,68,24,68,68,68
2,70,69,69,69,69,69,108,69,69,70,108,69,43,69,69,69,108,70,69,69,69,69,108,69,69,69
64,70,70,70,70,36,24,24,70,64,62,45,70,47,70,70,70,70,45,64,125,70,62,70,70,70,70
121,71,63,63,63,68,68,71,66,1,3,63,21,49,63,63,63,45,69,68,45,45,52,45,63,21,71
72,72,72,72,72,10,10,10,9,14,72,72,72,72,72,72,72,10,72,32,72,72,72,10,72,72,72
99,99,99,99,99,99,107,99,99,107,99,99,99,99,99,99,99,107,99,99,73,99,99,107,73,99,73
99,99,99,99,99,99,99,115,116,99,99,99,99,56,99,99,99,116,104,99,99,99,99,116,99,99,99
10,32,100,32,32,33,100,117,117,33,100,39,100,72,32,32,32,117,117,100,100,32,100,117,32,32,100
101,101,101,101,112,101,101,101,101,101,101,101,101,58,101,101,101,101,101,101,101,101,101,101,101,101,101
102,102,102,102,102,102,102,118,32,102,102,102,102,109,102,102,102,72,8,118,8,18,102,72,102,102,102
103,103,103,103,103,109,103,109,109,109,103,30,103,109,103,103,103,10,23,103,103,109,103,10,58,103,103
104,104,104,104,104,104,104,104,104,115,104,104,104,119,104,104,104,104,104,104,104,104,104,104,104,104,104
105,105,105,105,105,105,105,105,105,105,105,105,105,113,105,105,105,72,23,105,105,105,105,72,105,105,105
114,106,106,106,106,106,106,114,106,106,106,114,114,114,106,106,106,106,106,106,106,114,106,106,106,106,106
107,107,107,107,107,107,107,107,106,107,107,107,107,107,107,107,107,107,106,107,107,107,107,107,107,107,107
108,108,108,108,108,108,108,45,45,108,108,108,108,47,108,108,108,57,108,108,47,108,108,57,108,108,108
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
110,110,110,110,110,101,55,57,55,110,110,55,110,47,110,110,55,33,45,150,110,110,110,33,55,55,110
111,111,111,111,110,100,33,110,57,102,111,111,111,103,111,111,111,57,111,111,111,111,111,57,111,111,111
112,112,112,112,112,112,112,58,103,103,112,112,112,42,112,112,112,9,102,102,112,112,112,9,112,112,112
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,72,103,113,113,113,113,72,113,113,113
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
115,116,116,115,115,116,116,116,116,115,115,115,115,41,115,115,115,116,142,116,26,116,116,116,116,115,115
42,116,116,116,116,115,115,129,5,115,115,129,115,43,115,116,115,103,31,116,19,26,116,103,115,115,116
36,117,117,117,117,117,117,116,116,117,117,36,117,36,117,117,117,116,116,117,117,117,117,116,117,117,117
118,118,118,118,118,118,72,99,99,72,118,118,118,118,118,118,118,72,72,118,118,118,118,72,118,118,118
119,119,119,119,119,112,112,119,119,112,112,119,112,42,112,112,112,119,112,112,112,112,119,119,112,112,119
120,120,120,120,120,113,120,120,120,120,120,120,120,120,120,120,120,113,120,113,120,120,120,113,120,120,120
49,121,121,121,54,50,49,49,52,63,151,121,121,49,121,49,49,49,49,49,49,49,7,49,49,121,121
71,29,65,71,71,29,71,122,128,29,71,29,71,53,29,71,20,128,30,71,29,67,65,128,71,29,122
122,122,124,124,124,122,122,142,122,122,124,124,124,122,124,124,122,124,124,122,142,46,122,124,122,124,124
38,36,64,64,36,62,64,3,116,36,36,36,36,36,36,36,36,62,17,36,36,64,64,62,36,64,125
103,126,126,126,126,126,126,126,58,126,126,126,126,103,126,126,126,103,126,126,126,126,126,103,126,126,126
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
42,129,140,140,129,117,117,117,113,19,140,42,140,42,140,129,149,116,117,19,129,129,140,116,129,149,129
138,100,136,136,136,136,100,138,126,126,100,138,100,136,136,136,136,138,139,136,100,51,100,138,136,136,136
141,151,137,138,137,151,138,138,121,151,137,151,137,141,137,137,137,121,66,51,137,137,42,121,137,136,137
136,151,151,151,54,63,63,151,20,151,137,151,136,151,137,137,137,54,61,151,137,53,151,54,137,136,138
143,143,143,139,106,150,150,42,66,112,126,33,143,143,139,139,143,152,33,112,139,139,143,152,143,139,139
140,140,140,140,140,140,140,140,20,140,140,140,140,138,140,140,140,140,140,140,140,140,140,140,140,140,140
53,141,141,141,141,141,122,141,141,125,141,141,141,141,141,141,141,141,122,151,141,141,141,141,141,46,141
150,142,70,142,142,142,142,22,45,142,142,18,142,147,142,142,142,57,108,147,142,150,97,57,142,142,142
114,114,106,106,106,114,106,107,106,106,106,106,106,114,106,114,106,106,106,114,106,114,114,106,106,106,143
144,144,144,144,144,144,144,18,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
35,35,35,35,35,35,35,35,35,35,35,35,145,14,35,35,35,35,35,35,35,14,35,35,35,35,145
149,149,149,149,149,140,149,149,17,149,149,149,149,149,149,149,149,149,149,149,140,149,149,149,140,140,149
66,150,150,150,150,150,150,150,20,10,150,66,150,66,150,150,150,150,141,150,150,150,150,150,150,18,150
136,136,136,136,128,126,136,128,151,151,136,136,136,126,151,136,137,151,45,151,136,136,151,151,137,136,151
0,0,0,0,64,41,13,0,40,64,0,13,0,62,0,0,0,41,64,13,64,64,0,41,0,64,0
34,44,44,44,44,1,44,44,1,1,1,1,34,1,1,1,1,1,13,1,44,44,1,1,44,1,1
37,37,37,43,37,41,2,0,43,41,37,37,37,43,43,37,37,62,65,43,2,2,37,62,2,43,2
3,121,63,121,121,50,121,50,4,50,121,3,121,6,121,121,121,50,60,121,50,50,121,50,121,121,3
4,4,4,4,4,4,4,4,52,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17,5,17,17,17,17,17,35,17,5,17,17,5,5,5,17,17,17,126,118,17,17,5,17,17,5,5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,17,17,149,149,17,7,7,7,7,7,7,7,17,139,42,7,7,7,17,7,7,7
47,8,8,28,33,47,47,33,47,47,8,47,47,47,8,47,47,57,33,33,8,28,8,57,8,33,8
2,44,9,9,9,47,53,33,1,9,9,9,10,28,48,9,28,33,56,9,28,9,9,33,9,44,9
34,8,10,8,10,47,47,57,57,25,10,57,25,57,25,10,25,57,57,47,8,8,25,57,25,8,10
11,11,11,11,11,73,73,73,11,73,11,11,11,11,11,11,11,149,149,73,11,72,11,149,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
13,13,13,13,13,13,13,13,33,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
37,37,15,16,15,24,41,0,24,24,37,2,41,64,2,15,15,34,144,15,37,37,37,34,15,16,15
17,17,16,140,16,17,16,51,35,16,16,17,17,17,17,17,17,5,16,16,16,16,17,5,149,17,16
5,5,17,5,17,5,121,17,17,51,5,17,5,5,17,5,17,17,14,17,17,17,17,17,5,5,17
33,33,18,18,33,47,47,47,63,47,13,47,13,47,18,18,18,47,18,13,18,18,33,47,18,18,18
117,117,117,117,117,117,39,117,39,117,117,117,117,117,117,117,117,62,39,38,117,117,117,62,117,117,19
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
21,21,21,21,56,21,21,21,21,21,21,21,21,57,21,21,21,21,21,21,21,21,21,21,21,21,21
22,22,22,22,22,23,22,143,22,23,22,22,22,22,22,22,22,22,143,22,22,22,22,22,22,22,22
23,23,23,23,23,103,23,23,23,23,23,23,23,23,23,23,23,23,103,23,23,23,23,23,23,23,23
115,41,24,24,24,3,24,25,25,41,24,36,41,36,36,24,36,25,25,64,24,36,36,25,24,40,24
25,25,25,25,25,25,25,57,18,25,25,25,25,25,25,25,25,57,25,25,8,25,25,57,25,8,25
115,26,26,26,26,26,26,26,62,26,26,26,26,39,26,26,26,62,45,26,26,26,117,62,26,26,26
15,39,39,39,39,64,27,64,44,64,39,39,39,15,39,39,39,64,27,27,39,39,39,64,39,39,27
8,8,8,28,8,28,28,48,8,28,8,8,8,8,8,28,28,25,28,28,8,28,8,25,28,8,28
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
64,64,64,64,64,3,30,27,62,3,30,30,64,108,64,64,64,67,27,3,64,64,64,67,64,30,30
31,31,31,31,31,31,31,31,31,31,31,39,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
32,32,32,32,32,32,32,23,32,32,32,99,32,32,32,32,32,10,32,32,32,32,32,10,32,32,32
32,33,33,33,33,100,100,45,45,47,33,10,33,25,33,33,33,45,32,47,33,33,33,45,33,33,33
27,45,18,18,18,25,45,25,57,25,13,55,13,25,67,18,13,36,117,18,18,18,18,36,45,13,34
35,16,16,16,16,35,35,16,16,35,35,35,16,14,16,16,35,14,14,16,16,16,35,14,35,14,35
26,36,36,36,36,36,36,36,36,36,36,41,36,117,36,36,36,36,36,36,36,36,36,36,36,36,36
117,37,37,117,39,40,24,117,40,40,37,117,39,117,37,37,37,117,117,40,37,37,37,117,117,37,37
41,41,36,38,40,40,36,36,36,36,38,117,38,40,38,38,38,25,40,40,36,38,41,25,41,38,38
117,39,39,39,39,39,39,31,31,39,39,31,39,117,39,39,39,31,67,39,39,39,39,31,31,39,39
41,40,40,41,41,64,38,64,64,64,38,41,41,40,38,38,38,65,64,64,64,64,15,65,64,64,40
40,40,40,41,40,41,41,31,40,41,41,40,41,40,40,41,41,41,41,40,40,40,40,41,41,40,41
39,44,42,42,41,5,42,57,1,42,42,26,38,42,42,42,42,18,18,21,18,18,42,18,127,70,42
3,43,43,129,43,117,43,38,0,43,43,39,38,43,43,43,43,41,9,40,43,43,43,41,43,43,43
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,64,44,44,44,44,44,44,44,44
45,45,45,45,45,1,45,21,21,1,45,125,45,125,45,45,45,21,18,1,125,45,45,21,44,45,45
46,46,46,46,46,46,46,46,14,46,46,46,46,46,46,46,46,46,23,46,46,6,46,46,6,46,46
33,47,47,47,47,47,47,56,18,47,47,47,47,47,47,47,47,47,33,47,47,47,47,47,47,47,47
18,8,48,28,8,28,28,48,28,25,48,18,28,8,8,28,8,48,33,25,8,8,28,48,8,8,48
4,4,4,4,49,4,4,4,4,4,4,4,49,52,49,52,52,121,4,4,4,4,4,121,4,4,49
50,50,50,50,50,54,50,29,50,29,50,29,50,50,50,121,121,29,29,50,50,50,50,29,121,121,50
71,51,51,151,53,69,136,71,71,151,136,136,136,122,151,136,51,151,153,137,51,51,151,151,151,136,51
52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,51,52,52,52,52,52,51,52,52,52
46,46,46,46,46,46,46,46,46,46,46,46,46,122,46,46,6,46,46,46,46,6,46,46,46,46,53
